predicted_yield,site,year,hybrid
9.832197189331055,DEH1,2024,01CSI6/LH287
9.832197189331055,DEH1,2024,01DIB2/LH287
9.832197189331055,DEH1,2024,01DIB2/PHP02
10.013592720031738,DEH1,2024,2369/LH123HT
9.832197189331055,DEH1,2024,2FACC/PHP02
9.832197189331055,DEH1,2024,6F629/LH287
9.832197189331055,DEH1,2024,6F629/PHP02
9.813477516174316,DEH1,2024,B14A/OH43
9.687710762023926,DEH1,2024,B37/H95
9.957978248596191,DEH1,2024,B73/MO17
10.119482040405273,DEH1,2024,B73/PHN82
9.609423637390137,DEH1,2024,B73/TX779
9.403358459472656,DEH1,2024,CG119/CG108
9.516217231750488,DEH1,2024,CG44/CGR01
9.858049392700195,DEH1,2024,DK3IIH6/LH244
9.832197189331055,DEH1,2024,DKFBHJ/LH287
9.832197189331055,DEH1,2024,DKFBHJ/PHP02
9.832197189331055,DEH1,2024,FBLL/LH287
9.832197189331055,DEH1,2024,FBLL/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_3AZA1_0001/LH287
9.832197189331055,DEH1,2024,GEMS-0061_3AZA1_0001/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_3AZA1_0004/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_3AZA1_0005/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_3AZA1_0006/LH287
9.832197189331055,DEH1,2024,GEMS-0061_3AZA1_0007/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_3AZA1_0009/LH287
9.832197189331055,DEH1,2024,GEMS-0061_3AZA1_0009/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_3AZA1_0010/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_3AZA1_0012/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_3AZA1_0013/LH287
9.832197189331055,DEH1,2024,GEMS-0061_3AZA1_0013/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_3AZA1_0016/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_3AZA1_0017/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_3AZA1_0021/LH287
9.832197189331055,DEH1,2024,GEMS-0061_3AZA1_0021/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_3AZA1_0023/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0002/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0004/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0005/LH287
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0005/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0008/LH287
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0008/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0009/LH287
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0009/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0010/LH287
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0010/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0014/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0015/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0016/LH287
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0016/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0017/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0019/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0023/LH287
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0024/LH287
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0025/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0026/LH287
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0029/LH287
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0029/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0031/LH287
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0031/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0032/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0033/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0034/LH287
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0035/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0039/LH287
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0039/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0040/LH287
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0040/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0042/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0044/LH287
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0044/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0047/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0050/LH287
9.832197189331055,DEH1,2024,GEMS-0061_FBLL_0050/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_PHB47_0001/LH287
9.832197189331055,DEH1,2024,GEMS-0061_PHB47_0001/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_PHB47_0003/LH287
9.832197189331055,DEH1,2024,GEMS-0061_PHB47_0004/LH287
9.832197189331055,DEH1,2024,GEMS-0061_PHB47_0004/PHP02
9.832197189331055,DEH1,2024,GEMS-0061_PHBW8_0002/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0001/LH287
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0001/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0002/LH287
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0003/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0004/LH287
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0004/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0005/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0006/LH287
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0006/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0007/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0010/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0011/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0013/LH287
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0013/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0014/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0015/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0016/LH287
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0016/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0017/LH287
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0017/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0018/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0019/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0025/LH287
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0025/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0026/LH287
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0026/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0027/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0028/LH287
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0028/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0029/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0031/LH287
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0031/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0038/LH287
9.832197189331055,DEH1,2024,GEMS-0113_3AZA1_0038/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_FBLL_0002/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_FBLL_0003/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_FBLL_0004/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_FBLL_0005/LH287
9.832197189331055,DEH1,2024,GEMS-0113_FBLL_0005/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_FBLL_0006/LH287
9.832197189331055,DEH1,2024,GEMS-0113_FBLL_0008/LH287
9.832197189331055,DEH1,2024,GEMS-0113_FBLL_0008/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_FBLL_0010/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_FBLL_0015/LH287
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0001/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0003/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0004/LH287
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0005/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0006/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0007/LH287
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0007/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0009/LH287
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0011/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0012/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0013/LH287
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0013/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0014/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0015/LH287
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0015/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0017/LH287
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0017/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0019/LH287
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0019/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0020/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHB47_0021/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHBW8_0002/LH287
9.832197189331055,DEH1,2024,GEMS-0113_PHBW8_0002/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHBW8_0004/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHBW8_0005/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHBW8_0006/LH287
9.832197189331055,DEH1,2024,GEMS-0113_PHBW8_0006/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHBW8_0007/LH287
9.832197189331055,DEH1,2024,GEMS-0113_PHBW8_0008/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHBW8_0010/PHP02
9.832197189331055,DEH1,2024,GEMS-0113_PHBW8_0011/LH287
9.832197189331055,DEH1,2024,GEMS-0113_PHBW8_0011/PHP02
